SEASON,SCORINGPERIOD,WEEK_NM,TEAM,TEAMNAME,SLOT,PLAYERID,PLAYERNAME,PLAYEROPP,GAMEOUTCOME,PLAYERPOINTS,STARTERPOINTS,BENCHPOINTS
2018,2,2,8,Thomas,RB,17832,Derrick Henry,Hou,W 20-17,5.8,108.7,47.4
2018,2,2,8,Thomas,RB,14198,Dion Lewis,Hou,W 20-17,4.3,108.7,47.4
2018,2,2,8,Thomas,WR,13934,Antonio Brown,KC,L 37-42,6.7,108.7,47.4
2018,2,2,8,Thomas,WR,17834,Michael Thomas,Cle,W 21-18,18.9,108.7,47.4
2018,2,2,8,Thomas,TE,15835,Zach Ertz,@TB,L 21-27,9.4,108.7,47.4
2018,2,2,8,Thomas,FLEX,18097,Robby Anderson,Mia,L 12-20,0.7,108.7,47.4
2018,2,2,8,Thomas,FLEX,17827,Sterling Shepard,@Dal,L 13-20,2.4,108.7,47.4
2018,2,2,8,Thomas,LB,17823,Myles Jack,NE,W 31-20,7.5,108.7,47.4
2018,2,2,8,Thomas,DL,16802,DeMarcus Lawrence,NYG,W 20-13,7,108.7,47.4
2018,2,2,8,Thomas,DB,15979,Jordan Poyer,LAC,L 20-31,11.5,108.7,47.4
2018,2,2,8,Thomas,D/ST,60016,Vikings D/ST,@GB,T 29-29,-2,108.7,47.4
2018,2,2,8,Thomas,K,10636,Mason Crosby,Min,T 29-29,19,108.7,47.4
2018,2,2,8,Thomas,Bench,18589,Sony Michel,@Jax,L 20-31,4.1,108.7,47.4
2018,2,2,8,Thomas,Bench,18211,Marlon Mack,@Wsh,W 21-9,3.6,108.7,47.4
2018,2,2,8,Thomas,Bench,17658,Duke Johnson Jr.,@NO,L 18-21,1,108.7,47.4
2018,2,2,8,Thomas,Bench,14979,Bobby Wagner,@Chi,L 17-24,0,108.7,47.4
2018,2,2,8,Thomas,Bench,18584,Calvin Ridley,Car,W 31-24,14.7,108.7,47.4
2018,2,2,8,Thomas,Bench,17611,Ty Montgomery,Min,T 29-29,4,108.7,47.4
2018,2,2,8,Thomas,Bench,11283,DeSean Jackson,Phi,W 27-21,20,108.7,47.4
2018,2,2,10,Goss,QB,14163,Tyrod Taylor,@NO,L 18-21,15.4,129.8,49.6
2018,2,2,10,Goss,RB,18279,Christian McCaffrey,@Atl,L 24-31,13.9,129.8,49.6
2018,2,2,10,Goss,RB,12514,LeSean McCoy,LAC,L 20-31,6.8,129.8,49.6
2018,2,2,10,Goss,WR,15795,DeAndre Hopkins,@Ten,L 17-20,17,129.8,49.6
2018,2,2,10,Goss,WR,14402,Chris Hogan,@Jax,L 20-31,16.2,129.8,49.6
2018,2,2,10,Goss,TE,13232,Jimmy Graham,Min,T 29-29,9.5,129.8,49.6
2018,2,2,10,Goss,FLEX,15966,Chris Thompson,Ind,L 9-21,10.3,129.8,49.6
2018,2,2,10,Goss,FLEX,17682,Devin Funchess,@Atl,L 24-31,7.7,129.8,49.6
2018,2,2,10,Goss,LB,17876,Joe Schobert,@NO,L 18-21,6,129.8,49.6
2018,2,2,10,Goss,DL,13979,J.J. Watt,@Ten,L 17-20,11,129.8,49.6
2018,2,2,10,Goss,DB,14945,Harrison Smith,@GB,T 29-29,7,129.8,49.6
2018,2,2,10,Goss,D/ST,60034,Texans D/ST,@Ten,L 17-20,2,129.8,49.6
2018,2,2,10,Goss,K,18104,Wil Lutz,Cle,W 21-18,7,129.8,49.6
2018,2,2,10,Goss,Bench,17795,Carson Wentz,@TB,L 21-27,0,129.8,49.6
2018,2,2,10,Goss,Bench,11270,Jordy Nelson,@Den,L 19-20,3.7,129.8,49.6
2018,2,2,10,Goss,Bench,15788,Tyler Eifert,Bal,W 34-23,2.3,129.8,49.6
2018,2,2,10,Goss,Bench,9705,Brandon Marshall,@Chi,L 17-24,4.4,129.8,49.6
2018,2,2,10,Goss,Bench,8664,Ryan Fitzpatrick,Phi,W 27-21,29.9,129.8,49.6
2018,2,2,10,Goss,Bench,60006,Cowboys D/ST,NYG,W 20-13,8,129.8,49.6
2018,2,2,10,Goss,Bench,15349,Cole Beasley,NYG,W 20-13,1.3,129.8,49.6
2018,2,2,1,Scott,QB,13994,Cam Newton,@Atl,L 24-31,27.6,141.7,30
2018,2,2,1,Scott,RB,17797,Ezekiel Elliott,NYG,W 20-13,14.7,141.7,30
2018,2,2,1,Scott,RB,18193,Joe Mixon,Bal,W 34-23,8.7,141.7,30
2018,2,2,1,Scott,WR,17676,Stefon Diggs,@GB,T 29-29,26.9,141.7,30
2018,2,2,1,Scott,WR,16799,Allen Robinson,Sea,W 24-17,9.3,141.7,30
2018,2,2,1,Scott,TE,16504,Jack Doyle,@Wsh,W 21-9,3,141.7,30
2018,2,2,1,Scott,FLEX,18320,Corey Davis,Hou,W 20-17,5.5,141.7,30
2018,2,2,1,Scott,FLEX,17668,Nelson Agholor,@TB,L 21-27,15,141.7,30
2018,2,2,1,Scott,LB,17159,Telvin Smith,NE,W 31-20,7.5,141.7,30
2018,2,2,1,Scott,DL,17680,Danielle Hunter,@GB,T 29-29,8.5,141.7,30
2018,2,2,1,Scott,DB,13395,Reshad Jones,@NYJ,W 20-12,3,141.7,30
2018,2,2,1,Scott,D/ST,60018,Saints D/ST,Cle,W 21-18,4,141.7,30
2018,2,2,1,Scott,K,4333,Matt Bryant,Car,W 31-24,8,141.7,30
2018,2,2,1,Scott,Bench,15971,Rex Burkhead,@Jax,L 20-31,2.2,141.7,30
2018,2,2,1,Scott,Bench,18314,Aaron Jones,Min,T 29-29,0,141.7,30
2018,2,2,1,Scott,Bench,18272,Chris Godwin,Phi,W 27-21,11.6,141.7,30
2018,2,2,1,Scott,Bench,16040,C.J. Anderson,@Atl,L 24-31,3.1,141.7,30
2018,2,2,1,Scott,Bench,5362,Antonio Gates,@Buf,W 31-20,0,141.7,30
2018,2,2,1,Scott,Bench,18693,Chase Edmonds,@LAR,L 0-34,2,141.7,30
2018,2,2,1,Scott,Bench,18823,Phillip Lindsay,Oak,W 20-19,11.1,141.7,30
2018,2,2,3,JMT,QB,8416,Alex Smith,Ind,L 9-21,13,111.2,47.5
2018,2,2,3,JMT,RB,17856,Kenyan Drake,@NYJ,W 20-12,13,111.2,47.5
2018,2,2,3,JMT,RB,16777,Carlos Hyde,@NO,L 18-21,11,111.2,47.5
2018,2,2,3,JMT,WR,15818,Keenan Allen,@Buf,W 31-20,7.7,111.2,47.5
2018,2,2,3,JMT,WR,16016,Kenny Stills,@NYJ,W 20-12,1.7,111.2,47.5
2018,2,2,3,JMT,TE,12537,Jared Cook,@Den,L 19-20,4.9,111.2,47.5
2018,2,2,3,JMT,FLEX,17677,Amari Cooper,@Den,L 19-20,11.6,111.2,47.5
2018,2,2,3,JMT,FLEX,17809,Will Fuller V,@Ten,L 17-20,17.3,111.2,47.5
2018,2,2,3,JMT,LB,17903,Blake Martinez,Min,T 29-29,8,111.2,47.5
2018,2,2,3,JMT,DL,17799,DeForest Buckner,Det,W 30-27,9,111.2,47.5
2018,2,2,3,JMT,DB,18192,Jabrill Peppers,@NO,L 18-21,8,111.2,47.5
2018,2,2,3,JMT,D/ST,60029,Panthers D/ST,@Atl,L 24-31,0,111.2,47.5
2018,2,2,3,JMT,K,18409,Harrison Butker,@Pit,W 42-37,6,111.2,47.5
2018,2,2,3,JMT,Bench,18218,Leonard Fournette,NE,W 31-20,0,111.2,47.5
2018,2,2,3,JMT,Bench,14881,Russell Wilson,@Chi,L 17-24,14.7,111.2,47.5
2018,2,2,3,JMT,Bench,17908,Devontae Booker,Oak,W 20-19,1.7,111.2,47.5
2018,2,2,3,JMT,Bench,15826,Giovani Bernard,Bal,W 34-23,4.2,111.2,47.5
2018,2,2,3,JMT,Bench,16913,James White,@Jax,L 20-31,8.4,111.2,47.5
2018,2,2,3,JMT,Bench,18582,DJ Moore,@Atl,L 24-31,13.7,111.2,47.5
2018,2,2,3,JMT,Bench,17762,Tyrell Williams,@Buf,W 31-20,4.8,111.2,47.5
2018,2,2,4,JJ,QB,18210,Patrick Mahomes,@Pit,W 42-37,38.8,141.3,43.9
2018,2,2,4,JJ,RB,17556,Jay Ajayi,@TB,L 21-27,8.7,141.3,43.9
2018,2,2,4,JJ,RB,14129,Bilal Powell,Mia,L 12-20,15,141.3,43.9
2018,2,2,4,JJ,WR,13295,Emmanuel Sanders,Oak,W 20-19,9.6,141.3,43.9
2018,2,2,4,JJ,WR,13217,Golden Tate,@SF,L 27-30,11.8,141.3,43.9
2018,2,2,4,JJ,TE,18382,Evan Engram,@Dal,L 13-20,12.7,141.3,43.9
2018,2,2,4,JJ,FLEX,11439,Pierre Garcon,Det,W 30-27,5.7,141.3,43.9
2018,2,2,4,JJ,FLEX,10453,Ted Ginn Jr.,Cle,W 21-18,4.5,141.3,43.9
2018,2,2,4,JJ,LB,16720,C.J. Mosley,@Cin,L 23-34,0,141.3,43.9
2018,2,2,4,JJ,DL,17559,Trey Flowers,@Jax,L 20-31,6,141.3,43.9
2018,2,2,4,JJ,DB,18337,John Johnson III,Ari,W 34-0,8.5,141.3,43.9
2018,2,2,4,JJ,D/ST,60020,Jets D/ST,Mia,L 12-20,6,141.3,43.9
2018,2,2,4,JJ,K,9354,Robbie Gould,Det,W 30-27,14,141.3,43.9
2018,2,2,4,JJ,Bench,15825,Le'Veon Bell,KC,L 37-42,0,141.3,43.9
2018,2,2,4,JJ,Bench,8439,Aaron Rodgers,Min,T 29-29,16,141.3,43.9
2018,2,2,4,JJ,Bench,13981,Mark Ingram II,Cle,W 21-18,0,141.3,43.9
2018,2,2,4,JJ,Bench,60030,Jaguars D/ST,NE,W 31-20,4,141.3,43.9
2018,2,2,4,JJ,Bench,18235,Mike Williams,@Buf,W 31-20,8.7,141.3,43.9
2018,2,2,4,JJ,Bench,17616,Javorius Allen,@Cin,L 23-34,12.4,141.3,43.9
2018,2,2,4,JJ,Bench,15952,Mike Gillislee,Cle,W 21-18,2.8,141.3,43.9
