POS,PLAYERID,NAME,NFLTEAM
TE,15853,Vance McDonald,Pit
TE,17690,Jesse James,Pit
TE,15860,Jordan Reed,Wsh
TE,18666,Chris Herndon,NYJ
TE,18645,Mark Andrews,Bal
TE,17564,C.J. Uzomah,Cin
TE,18431,Ricky Seals-Jones,Ari
TE,5557,Benjamin Watson,NO
TE,17784,Cameron Brate,TB
TE,17713,Geoff Swaim,Dal
TE,18679,Will Dissly,Sea
TE,18382,Evan Engram,NYG
TE,18031,Erik Swoope,Ind
TE,10475,Greg Olsen,Car
TE,18227,Michael Roberts,Det
TE,18769,Jordan Thomas,Hou
TE,15788,Tyler Eifert,Cin
TE,17189,Demetrius Harris,KC
TE,9592,Vernon Davis,Wsh
TE,15003,Rhett Ellison,NYG
TE,17583,Jeff Heuerman,Den
TE,5362,Antonio Gates,LAC
TE,16504,Jack Doyle,Ind
TE,16143,Josh Hill,NO
TE,14085,Virgil Green,LAC
TE,18601,Mike Gesicki,Mia
TE,17187,Darren Fells,Cle
TE,18859,Jason Croom,Buf
TE,16795,Austin Seferian-Jenkins,Jax
TE,14145,Charles Clay,Buf
TE,17567,Nick Boyle,Bal
TE,17660,Maxx Williams,Bal
TE,14099,Luke Stocker,Ten
TE,17604,Nick O'Leary,Mia
TE,15887,Ryan Griffin,Hou
TE,17910,Seth DeValve,Cle
TE,17886,Tyler Higbee,LAR
TE,15204,Garrett Celek,SF
TE,14007,Lance Kendricks,GB
TE,18903,Mo Alie-Cox,Ind
TE,17873,Nick Vannett,Sea
TE,17441,James O'Shaughnessy,Jax
TE,13272,Ed Dickson,Sea
TE,14156,Niles Paul,Jax
TE,13726,Logan Paulsen,Atl
TE,18657,Jordan Akins,Hou
TE,18374,Gerald Everett,LAR
TE,18660,Ian Thomas,Car
TE,18583,Hayden Hurst,Bal
TE,17711,A.J. Derby,Mia
TE,18153,Eric Tomlinson,NYJ
TE,18242,Jake Butt,Den
TE,18030,Matt LaCosse,Den
TE,18232,Jordan Leggett,NYJ
TE,18430,Antony Auclair,TB
TE,18095,Josh Perkins,Phi
TE,16121,Luke Willson,Det
TE,18909,David Grinnage,Jax
TE,15403,Derek Carrier,Oak
TE,9761,Delanie Walker,Ten
TE,13228,Jermaine Gresham,Ari
TE,17483,Neal Sterling,NYJ
TE,17973,Rico Gathers,Dal
TE,17650,Tyler Kroft,Cin
TE,18101,Xavier Grimble,Pit
TE,18183,Jonnu Smith,Ten
TE,14902,Orson Charles,Cle
TE,16813,Logan Thomas,Buf
TE,18099,Scott Simonson,NYG
TE,18818,Blake Jarwin,Dal
TE,17949,David Morgan,Min
TE,18464,Jacob Hollister,NE
TE,18849,Dan Arnold,NO
TE,14215,Lee Smith,Oak
TE,15980,Levine Toilolo,Det
TE,15355,Beau Brinkley,Ten
TE,18879,Anthony Firkser,Ten
TE,18905,Tyrone Swoopes,Sea
TE,18716,Tyler Conklin,Min
TE,18346,Eric Saubert,Atl
TE,18024,Ben Braunecker,Chi
TE,18492,Darrell Daniels,Sea
TE,17490,Blake Bell,Jax
TE,18696,Dalton Schultz,Dal
TE,18432,Hakeem Valles,Det
TE,18026,Cole Wick,SF
TE,18083,Brian Parker,Den
TE,18855,Gabe Holmes,Ari
TE,15974,Dion Sims,Chi
TE,18080,Alan Cross,TB
TE,17754,Khari Lee,Buf
TE,18126,Matt Lengel,Cin
TE,17549,Chris Manhertz,Car
TE,14901,Dwayne Allen,NE
TE,9614,Marcedes Lewis,GB
TE,9639,Anthony Fasano,Mia
TE,10605,Brent Celek,Phi
TE,11392,Kellen Davis,NYJ
TE,11708,Matthew Mulligan,Det
TE,12506,David Johnson,Pit
TE,12536,Chase Coffman,Ind
TE,12550,John Phillips,Ari
TE,12699,Zach Miller,Chi
TE,12705,Brandon Myers,TB
TE,13231,Dennis Pitta,Bal
TE,13357,Jim Dray,Ari
TE,13376,Clay Harbor,NO
TE,13387,Michael Hoomanawanui,NO
TE,13440,Andrew Quarless,Det
TE,13555,Jeff Cumberland,LAC
TE,14009,Rob Housler,NE
TE,14083,Bruce Miller,SF
TE,14904,Ladarius Green,Pit
TE,14906,James Hanna,Dal
TE,15120,Greg Scruggs,NE
TE,15257,Phillip Supernaw,Ten
TE,15383,Dominique Jones,Mia
TE,15515,Sean McGrath,Det
TE,15688,Brandon Bostick,NYJ
TE,15707,Larry Donnell,Bal
TE,15775,Ifeanyi Momah,Ari
TE,15836,Gavin Escobar,Mia
TE,15923,Mychal Rivera,Jax
TE,15940,Chris Gragg,NYJ
TE,16285,Tim Wright,KC
TE,16313,Brandon Williams,Ind
TE,16323,MarQueis Gray,Mia
TE,16766,C.J. Fiedorowicz,Hou
TE,16775,Crockett Gillmore,Bal
TE,16786,Richard Rodgers,Phi
TE,16792,Jace Amaro,KC
TE,16797,Troy Niklas,NE
TE,17354,Asante Cleveland,LAC
TE,17392,Justin Perillo,Chi
TE,17444,MyCole Pruitt,Ten
TE,17450,Randall Telfer,Cle
TE,17466,Gerald Christian,Ari
TE,17475,Clive Walford,NYJ
TE,17607,Darren Waller,Bal
TE,17645,Ben Koyack,Jax
TE,17649,Kennard Backman,Det
TE,17715,Vince Mayle,Bal
TE,17753,E.J. Bibbs,Wsh
TE,17777,Will Tye,NE
TE,17790,Daniel Brown,Chi
TE,17822,Hunter Henry,LAC
TE,17938,Temarrick Hemingway,LAR
TE,17945,Jerell Adams,NYG
TE,17985,Thomas Duarte,Mia
TE,18004,Beau Sandland,GB
TE,18027,Stephen Anderson,Hou
TE,18044,Bryce Williams,Ari
TE,18059,Devon Cajuste,Cle
TE,18081,Braedon Bowman,LAC
TE,18098,Ross Travis,Ind
TE,18125,D.J. Tialavea,Atl
TE,18129,Alex Ellis,KC
TE,18253,Mason Schreck,Cin
TE,18257,Jeremy Sprinkle,Wsh
TE,18276,Adam Shaheen,Chi
TE,18333,Bucky Hodges,Pit
TE,18433,Cole Hikutini,SF
TE,18488,Sean Culkin,LAC
TE,18493,Evan Baylis,Car
TE,18527,Henry Krieger-Coble,LAR
TE,18540,Austin Traylor,Den
TE,18682,Durham Smythe,Mia
TE,18715,Troy Fumagalli,Den
TE,18808,Ryan Izzo,NE
TE,18842,Robert Tonyan,GB
TE,18858,Johnny Mundt,LAR
TE,18907,Garrett Dickerson,NYG
TE,4527,Jason Witten,FA
TE,11295,Martellus Bennett,FA
TE,11364,Gary Barnidge,FA
TE,14189,Jordan Cameron,FA
TE,14204,Julius Thomas,FA
TE,14900,Coby Fleener,FA
DEF,60014,Rams D/ST,D
DEF,60003,Bears D/ST,D
DEF,60026,Seahawks D/ST,D
DEF,60028,Redskins D/ST,D
DEF,60034,Texans D/ST,D
DEF,60005,Browns D/ST,D
DEF,60017,Patriots D/ST,D
DEF,60016,Vikings D/ST,D
DEF,60020,Jets D/ST,D
DEF,60007,Broncos D/ST,D
DEF,60022,Cardinals D/ST,D
DEF,60023,Steelers D/ST,D
DEF,60029,Panthers D/ST,D
DEF,60033,Ravens D/ST,D
DEF,60021,Eagles D/ST,D
DEF,60010,Titans D/ST,D
DEF,60030,Jaguars D/ST,D
DEF,60002,Bills D/ST,D
DEF,60006,Cowboys D/ST,D
DEF,60011,Colts D/ST,D
DEF,60004,Bengals D/ST,D
DEF,60012,Chiefs D/ST,D
DEF,60015,Dolphins D/ST,D
DEF,60009,Packers D/ST,D
DEF,60024,Chargers D/ST,D
DEF,60018,Saints D/ST,D
DEF,60019,Giants D/ST,D
DEF,60008,Lions D/ST,D
DEF,60013,Raiders D/ST,D
DEF,60025,49ers D/ST,D
DEF,60001,Falcons D/ST,D
DEF,60027,Buccaneers D/ST,D
K,9704,Stephen Gostkowski,NE
K,17438,Jason Myers,NYJ
K,18409,Harrison Butker,KC
K,18454,Ka'imi Fairbairn,Hou
K,10636,Mason Crosby,GB
K,18104,Wil Lutz,NO
K,18839,Brett Maher,Dal
K,9354,Robbie Gould,SF
K,15683,Justin Tucker,Bal
K,1097,Adam Vinatieri,Ind
K,18165,Aldrick Rosas,NYG
K,15965,Dustin Hopkins,Wsh
K,17171,Brandon McManus,Den
K,12731,Ryan Succop,Ten
K,17173,Cody Parkey,Chi
K,11122,Matt Prater,Det
K,12460,Graham Gano,Car
K,15091,Randy Bullock,Cin
K,17746,Josh Lambo,Jax
K,11923,Stephen Hauschka,Buf
K,18178,Jake Elliott,Phi
K,2148,Sebastian Janikowski,Sea
K,4333,Matt Bryant,Atl
K,18787,Jason Sanders,Mia
K,14322,Dan Bailey,Min
K,17169,Chandler Catanzaro,TB
K,14993,Greg Zuerlein,LAR
K,17175,Chris Boswell,Pit
K,18885,Greg Joseph,Cle
K,15918,Caleb Sturgis,LAC
K,8461,Mike Nugent,Oak
K,1440,Phil Dawson,Ari
K,18891,Matt McCrane,FA
K,17172,Cairo Santos,FA
K,18902,Mike Badgley,LAC
K,15245,Giorgio Tavecchio,Atl
K,18556,Sam Ficken,FA
K,18726,Daniel Carlson,Oak
K,18327,Zane Gonzalez,FA
K,9329,Nick Novak,LAC
K,10621,Nick Folk,TB
K,11688,Dan Carpenter,Buf
K,11737,Connor Barth,Chi
K,14816,Kai Forbath,FA
K,15058,Blair Walsh,Sea
K,17157,Travis Coons,LAC
K,17176,Kasey Redfern,Det
K,17180,Patrick Murray,TB
K,17747,Andrew Franks,Mia
K,17843,Roberto Aguayo,LAC
K,18452,Younghoe Koo,LAC
K,18530,Nick Rose,Hou
K,18824,Eddy Pineiro,Oak
DL,13979,J.J. Watt,Hou
DL,18167,Myles Garrett,Cle
DL,16716,Aaron Donald,LAR
DL,16707,Dee Ford,KC
DL,14927,Chandler Jones,Ari
DL,16710,Khalil Mack,Chi
DL,13274,Carlos Dunlap,Cin
DL,17680,Danielle Hunter,Min
DL,13256,Jason Pierre-Paul,TB
DL,17576,Frank Clark,Sea
DL,11284,Calais Campbell,Jax
DL,13245,Jerry Hughes,Buf
DL,14047,Jurrell Casey,Ten
DL,18569,Bradley Chubb,Den
DL,16802,DeMarcus Lawrence,Dal
DL,16734,Jadeveon Clowney,Hou
DL,17815,Kenny Clark,GB
DL,17824,Chris Jones,KC
DL,14984,Akiem Hicks,Chi
DL,13971,Cameron Jordan,NO
DL,15380,Damon Harrison,Det
DL,17799,DeForest Buckner,SF
DL,13311,Geno Atkins,Cin
DL,13281,Linval Joseph,Min
DL,18177,Larry Ogunjobi,Cle
DL,14036,Jabaal Sheard,Ind
DL,14926,Melvin Ingram,LAC
DL,15844,Margus Hunt,Ind
DL,17835,Jarran Reed,Sea
DL,14941,Fletcher Cox,Phi
DL,17920,Matt Ioannidis,Wsh
DL,17663,Arik Armstead,SF
DL,17559,Trey Flowers,NE
DL,18575,Daron Payne,Wsh
DL,14320,Mario Addison,Car
DL,18673,Da'Shawn Hand,Det
DL,13973,Ryan Kerrigan,Wsh
DL,13992,Marcell Dareus,Jax
DL,16528,Benson Mayowa,Ari
DL,17293,Kerry Wynn,NYG
DL,18338,Vincent Taylor,Mia
DL,15862,Kawann Short,Car
DL,18222,Takkarist McKinley,Atl
DL,18636,Sam Hubbard,Cin
DL,17803,Sheldon Rankins,NO
DL,17816,Robert Nkemdiche,Ari
DL,16751,Trent Murphy,Buf
DL,14964,Derek Wolfe,Den
DL,16798,Stephon Tuitt,Pit
DL,12762,Michael Bennett,Phi
DL,17852,Yannick Ngakoue,Jax
DL,18576,Marcus Davenport,NO
DL,17669,Leonard Williams,NYJ
DL,9720,Kyle Williams,Buf
DL,13234,Ndamukong Suh,LAR
DL,13977,Cameron Heyward,Pit
DL,18184,Jonathan Allen,Wsh
DL,13239,Brandon Graham,Phi
DL,17981,Stephen Weatherly,Min
DL,18133,Brandon Copeland,NYJ
DL,18628,B.J. Hill,NYG
DL,10529,Brandon Mebane,LAC
DL,14020,Allen Bailey,KC
DL,14944,Michael Brockers,LAR
DL,17819,Emmanuel Ogbah,Cle
DL,13984,Robert Quinn,Mia
DL,17868,Javon Hargrave,Pit
DL,18699,Maurice Hurst,Oak
DL,17914,Ronald Blair III,SF
DL,18217,Derek Barnett,Phi
DL,18404,Isaac Rochell,LAC
DL,11236,Chris Long,Phi
DL,13292,Corey Peters,Ari
DL,17540,Henry Anderson,NYJ
DL,18471,Trevon Coley,Cle
DL,18611,Kemoko Turay,Ind
DL,12436,Michael Johnson,Cin
DL,15047,Malik Jackson,Jax
DL,15811,Sheldon Richardson,Min
DL,17589,Grady Jarrett,Atl
DL,17693,Darius Philon,LAC
DL,17930,D.J. Reader,Hou
DL,17624,Preston Smith,Wsh
DL,18258,Deatrich Wise Jr.,NE
DL,3530,Julius Peppers,Car
DL,17389,Denico Autry,Ind
DL,18221,Davon Godchaux,Mia
DL,17664,Markus Golden,Ari
DL,17833,A'Shawn Robinson,Det
DL,14946,Bruce Irvin,Oak
DL,17259,Aaron Lynch,Chi
DL,17305,DaQuan Jones,Ten
DL,18704,Bilal Nichols,Chi
DL,18864,Antwaun Woods,Dal
DL,14987,Tyrone Crawford,Dal
DL,15875,Brandon Williams,Bal
DL,17440,Rodney Gunter,Ari
DL,18016,Xavier Williams,KC
DL,14185,Lawrence Guy,NE
DL,15976,Alex Okafor,NO
DL,16231,Damion Square,LAC
DL,17849,Carl Nassib,TB
DL,12443,Ricky Jean Francois,Det
DL,17694,Dante Fowler Jr.,LAR
DL,18239,Taco Charlton,Dal
DL,17625,Jordan Phillips,Buf
DL,14952,Andre Branch,Mia
DL,9709,Domata Peko Sr.,Den
DL,17280,Cassius Marsh,SF
DL,17807,Shaq Lawson,Buf
DL,18255,Dalvin Tomlinson,NYG
DL,13288,Earl Mitchell,SF
DL,13608,Kyle Love,Car
DL,16431,Wes Horton,Car
DL,17283,Shelby Harris,Den
DL,17566,Angelo Blackson,Hou
DL,17656,Eddie Goldman,Chi
DL,18500,Roy Robertson-Harris,Chi
DL,18646,Arden Key,Oak
DL,12417,Cameron Wake,Mia
DL,15958,Akeem Spence,Mia
DL,17847,Adam Gotsis,Den
DL,15090,Jack Crawford,Atl
DL,18200,Chris Wormley,Bal
DL,17299,Zach Kerr,Den
DL,14959,Vinny Curry,TB
DL,17309,Shamar Stephen,Sea
DL,17880,Sheldon Day,SF
DL,17897,Andrew Billings,Cin
DL,12895,Steve McLendon,NYJ
DL,17831,Jihad Ward,Ind
DL,18475,Eddie Yarbrough,Buf
DL,18649,Deadrin Senat,Atl
DL,18655,Harrison Phillips,Buf
DL,13240,Gerald McCoy,TB
DL,14994,Mike Daniels,GB
DL,17536,Tyeler Davison,NO
DL,17620,Shane Ray,Den
DL,18280,Solomon Thomas,SF
DL,12692,Clinton McDonald,Oak
DL,13965,Adrian Clayborn,NE
DL,17917,Quinton Jefferson,Sea
DL,13493,Al Woods,Ind
DL,13989,Corey Liuget,LAC
DL,13997,Brooks Reed,Atl
DL,18497,Adam Butler,NE
DL,18634,Derrick Nnadi,KC
DL,18694,John Franklin-Myers,LAR
DL,17287,Chris Smith,Cle
DL,17291,Zach Moore,Ari
DL,17702,Randy Gregory,Dal
DL,17980,Jonathan Woodard,Mia
DL,18876,Fadol Brown,Oak
DL,9677,Frostee Rucker,Oak
DL,11337,William Hayes,Mia
DL,16761,Jeremiah Attaochu,NYJ
DL,17286,Brent Urban,Bal
DL,17671,Malcom Brown,NE
DL,17896,David Onyemata,NO
DL,17909,Dean Lowry,GB
DL,18014,Brandon Dunn,Hou
DL,18533,Branden Jackson,Sea
DL,17729,Efe Obada,Car
DL,16376,Abry Jones,Jax
DL,18389,Al-Quadin Muhammad,Ind
DL,10001,Tom Johnson,Min
DL,13373,Everson Griffen,Min
DL,15841,Johnathan Hankins,Oak
DL,17468,Vic Beasley Jr.,Atl
DL,17635,Danny Shelton,NE
DL,17850,Maliek Collins,Dal
DL,17855,Jonathan Bullard,Chi
DL,16010,John Simon,NE
DL,9598,Haloti Ngata,Phi
DL,18397,Jordan Willis,Cin
DL,18867,Daniel Ross,Dal
DL,13248,Derrick Morgan,Ten
DL,16019,William Gholston,TB
DL,17655,Mario Edwards Jr.,NYG
DL,17830,Austin Johnson,Ten
DL,18118,Michael Pierce,Bal
DL,18203,Ryan Glasgow,Cin
DL,18386,Carl Lawson,Cin
DL,14014,Terrell McClain,Atl
DL,16090,Lerentee McCray,Jax
DL,17817,Vernon Butler,Car
DL,17860,Adolphus Washington,Cin
DL,18012,David Irving,Dal
DL,18381,Charles Harris,Mia
DL,15800,Dion Jordan,Sea
DL,17295,Ethan Westbrooks,LAR
DL,18616,P.J. Hall,Oak
DL,18865,Keionta Davis,NE
DL,15785,Ezekiel Ansah,Det
DL,17541,David Parry,Min
DL,18504,Olsen Pierre,Ari
DL,18587,Taven Bryan,Jax
DL,15802,Star Lotulelei,Buf
DL,17294,Beau Allen,TB
DL,18269,Jaleel Johnson,Min
DL,18661,Jalyn Holmes,Min
DL,17296,Mike Pennel,NYJ
DL,17303,Dan McCullers,Pit
DL,17904,Willie Henry,Bal
DL,18375,Grover Stewart,Ind
DL,18121,Destiny Vaeao,Phi
DL,13233,Tyson Alualu,Pit
DL,17581,Michael Bennett IV,Atl
DL,18643,Justin Jones,LAC
DL,18675,Dorance Armstrong,Dal
DL,15816,Sylvester Williams,Mia
DL,17395,Josh Mauro,NYG
DL,18139,Chris Landrum,LAC
DL,18485,Patrick Ricard,Bal
DL,18554,Tashawn Bower,Min
DL,14019,Jarvis Jenkins,KC
DL,14939,Dontari Poe,Car
DL,16776,Jay Bromley,NO
DL,17716,Nate Orchard,KC
DL,17892,Hassan Ridgeway,Ind
DL,18261,Tanoh Kpassagnon,KC
DL,18358,Treyvon Hester,Phi
DL,15850,Bennie Logan,Ten
DL,16721,Dominique Easley,LAR
DL,18479,Brian Price,Cle
DL,18551,Cameron Malveaux,Mia
DL,18638,Rasheem Green,Sea
DL,18745,Jacob Martin,Sea
DL,18888,Poona Ford,Sea
DL,13985,Muhammad Wilkerson,GB
DL,15278,Derrick Shelby,Atl
DL,18631,Nathan Shepherd,NYJ
DL,18802,Justin Lawler,LAR
DL,18877,Taylor Stallworth,NO
DL,18105,Kerry Hyder,Det
DL,18159,Garrison Smith,Ari
DL,18274,D.J. Jones,SF
DL,12442,Ziggy Hood,Mia
DL,14967,Jerel Worthy,TB
DL,17646,Christian Covington,Hou
DL,18546,Bryan Cox Jr.,Car
DL,18870,Bruce Hector,Phi
DL,18895,Carroll Phillips,Ind
DL,17960,Anthony Zettel,Cle
DL,18163,Joel Heath,Hou
DL,18405,Tarell Basham,NYJ
DL,15936,Steven Means,Atl
DL,17858,Shilique Calhoun,Oak
DL,18285,Nazair Jones,Sea
DL,18384,Montravius Adams,GB
DL,18553,Josh Tupou,Cin
DL,18574,Vita Vea,TB
DL,15829,Tank Carradine,Oak
DL,17311,Caraun Reid,Dal
DL,17528,L.T. Walton,Pit
DL,17570,Rakeem Nunez-Roches,TB
DL,18176,Derek Rivers,NE
DL,18689,Josh Sweat,Phi
DL,18906,Jamiyus Pittman,Mia
DL,17263,Jacquies Smith,Ari
DL,17460,Carl Davis,Cle
DL,17491,Geneo Grissom,NE
DL,18331,DeMarcus Walker,Den
DL,18344,Ifeadi Odenigbo,Ari
DL,18695,Marquis Haynes,Car
DL,18890,Matt Dickerson,Ten
DL,5660,Antonio Smith,Hou
DL,8473,Jonathan Babineaux,Atl
DL,9649,Darryl Tapp,TB
DL,9782,Kedric Golston,Wsh
DL,10031,Tony Dewayne McDaniel,NO
DL,10138,Ahmad Brooks,GB
DL,10477,Alan Branch,NE
DL,10527,Charles L. Johnson,Car
DL,10546,Brian Robison,Min
DL,10552,Paul Soliai,Car
DL,11239,Glenn Dorsey,SF
DL,11288,Jason Jones,NO
DL,11300,Kendall Langford,Mia
DL,11311,Pat Sims,Cin
DL,11326,Cliff Avril,Sea
DL,11386,Letroy Guion,GB
DL,11424,Ahtyba Rubin,Oak
DL,11809,Wallace Gilberry,Cin
DL,11920,Leger Douzable,SF
DL,12432,Robert Ayers,Det
DL,12435,Tyson Jackson,Atl
DL,12445,Sen'Derrick Marks,SF
DL,12698,Roy Miller,KC
DL,12760,Chris Baker,Cin
DL,13235,Dan Williams,Oak
DL,13244,Jared Odrick,Jax
DL,13377,Greg Hardy,Dal
DL,13394,Arthur Jones,Wsh
DL,13411,Ricardo Mathews,Pit
DL,13457,Eugene Sims,LAR
DL,13470,Cam Thomas,KC
DL,13482,Dekoda Watson,SF
DL,13491,C.J. Wilson,Chi
DL,13802,Ben Garland,Den
LB,18593,Darius Leonard,Ind
LB,18142,Cory Littleton,LAR
LB,15819,Kiko Alonso,Mia
LB,17494,Jordan Hicks,Phi
LB,13976,Von Miller,Den
LB,18577,Tremaine Edmunds,Buf
LB,14938,Luke Kuechly,Car
LB,17903,Blake Martinez,GB
LB,18244,T.J. Watt,Pit
LB,17254,Avery Williamson,NYJ
LB,15830,Jamie Collins Sr.,Cle
LB,16707,Dee Ford,KC
LB,14519,Josh Bynes,Ari
LB,16710,Khalil Mack,Chi
LB,17821,Jaylon Smith,Dal
LB,18629,Fred Warner,SF
LB,17394,Todd Davis,Den
LB,9424,Lorenzo Alexander,Buf
LB,18336,Matt Milano,Buf
LB,14985,Lavonte David,TB
LB,17808,Darron Lee,NYJ
LB,17159,Telvin Smith,Jax
LB,18379,Zach Cunningham,Hou
LB,16772,Kyle Van Noy,NE
LB,14958,Demario Davis,NO
LB,18190,Jarrad Davis,Det
LB,15074,Danny Trevathan,Chi
LB,17158,Anthony Hitchens,KC
LB,17679,Kwon Alexander,TB
LB,17823,Myles Jack,Jax
LB,17623,Benardrick McKinney,Hou
LB,17876,Joe Schobert,Cle
LB,18243,Anthony Walker,Ind
LB,18173,Jayon Brown,Ten
LB,18569,Bradley Chubb,Den
LB,14023,Mason Foster,Wsh
LB,17599,Bud Dupree,Pit
LB,17866,Nick Vigil,Cin
LB,4468,Terrell Suggs,Bal
LB,17452,Eric Kendricks,Min
LB,15806,Alec Ogletree,NYG
LB,15827,Jon Bostic,Pit
LB,18580,Leighton Vander Esch,Dal
LB,16767,Christian Kirksey,Cle
LB,17688,Shaq Thompson,Car
LB,18632,Jerome Baker,Mia
LB,15070,Tahir Whitehead,Oak
LB,17706,Za'Darius Smith,Bal
LB,15075,Nigel Bradham,Phi
LB,16720,C.J. Mosley,Bal
LB,17644,Denzel Perryman,LAC
LB,18571,Roquan Smith,Chi
LB,18283,Raekwon McMillan,Mia
LB,14973,Zach Brown,Wsh
LB,18363,Haason Reddick,Ari
LB,18402,Jordan Evans,Cin
LB,14926,Melvin Ingram,LAC
LB,18138,Romeo Okwara,Det
LB,18681,Kenny Young,Bal
LB,16762,Preston Brown,Cin
LB,17162,Devon Kennard,Det
LB,14979,Bobby Wagner,Sea
LB,18335,Samson Ebukam,LAR
LB,11609,Wesley Woodyard,Ten
LB,15934,Vince Williams,Pit
LB,13973,Ryan Kerrigan,Wsh
LB,18316,Duke Riley,Atl
LB,17828,Reggie Ragland,KC
LB,15964,A.J. Klein,NO
LB,17971,Elandon Roberts,NE
LB,18145,Patrick Onwuasor,Bal
LB,18288,Marquel Lee,Oak
LB,17641,Ramik Wilson,LAR
LB,14929,Nick Perry,GB
LB,16711,Anthony Barr,Min
LB,17891,De'Vondre Campbell,Atl
LB,17396,Adrian Phillips,LAC
LB,17776,Shaquil Barrett,Den
LB,14048,Justin Houston,KC
LB,17862,Jordan Jenkins,NYJ
LB,17916,Matthew Judon,Bal
LB,17936,Jatavis Brown,LAC
LB,18133,Brandon Copeland,NYJ
LB,18185,Reuben Foster,SF
LB,12438,Clay Matthews,GB
LB,14933,Dont'a Hightower,NE
LB,15805,Barkevious Mingo,Sea
LB,17867,Kyler Fackrell,GB
LB,14936,Whitney Mercilus,Hou
LB,18250,Elijah Lee,SF
LB,18758,Foye Oluokun,Atl
LB,11236,Chris Long,Phi
LB,17885,B.J. Goodson,NYG
LB,15002,Brandon Marshall,Den
LB,18709,Genard Avery,Cle
LB,17248,Christian Jones,Det
LB,18832,Reggie Gilbert,GB
LB,14978,Mychal Kendricks,Sea
LB,15264,L.J. Fort,Pit
LB,17624,Preston Smith,Wsh
LB,18323,Alex Anzalone,NO
LB,18625,Lorenzo Carter,NYG
LB,13284,Sean Lee,Dal
LB,12439,Brian Orakpo,Ten
LB,17259,Aaron Lynch,Chi
LB,17829,Kamalei Correa,Ten
LB,17966,Kamu Grugier-Hill,Phi
LB,18499,Hardy Nickerson,Cin
LB,18605,Breeland Speaks,KC
LB,17701,Damien Wilson,Dal
LB,18678,Kyzir White,LAC
LB,14932,Mark Barron,LAR
LB,16723,Deone Bucannon,Ari
LB,18562,Terrance Smith,KC
LB,18665,Josey Jewell,Den
LB,17376,Adarius Taylor,TB
LB,18204,Josh Harvey-Clemons,Wsh
LB,18600,Harold Landry,Ten
LB,18702,Ja'Whaun Bentley,NE
LB,17800,Leonard Floyd,Chi
LB,18874,Austin Calitro,Sea
LB,15246,Vontaze Burfict,Cin
LB,16463,Ray-Ray Armstrong,Cle
LB,17691,Eli Harold,Det
LB,18189,Tim Williams,Bal
LB,8429,Thomas Davis,Car
LB,18875,Frankie Luvu,NYJ
LB,8430,Derrick Johnson,Oak
LB,14214,Malcolm Smith,SF
LB,17620,Shane Ray,Den
LB,18581,Rashaan Evans,Ten
LB,16764,Kareem Martin,NYG
LB,17899,Antonio Morrison,GB
LB,18607,Uchenna Nwosu,LAC
LB,18647,Oren Burks,GB
LB,12449,Connor Barwin,NYG
LB,15977,Gerald Hodges,Ari
LB,17642,Anthony Chickillo,Pit
LB,18240,Ben Gedeon,Min
LB,18414,Ryan Anderson,Wsh
LB,18793,Zaire Franklin,Ind
LB,15068,Najee Goode,Ind
LB,17837,Deion Jones,Atl
LB,17889,Nick Kwiatkoski,Chi
LB,18788,Leon Jacobs,Jax
LB,18736,Duke Ejiofor,Hou
LB,15867,Manti Te'o,NO
LB,17443,Kyle Emanuel,LAC
LB,17468,Vic Beasley Jr.,Atl
LB,14982,Olivier Vernon,NYG
LB,17999,Tyler Matakevich,Pit
LB,18495,Dylan Cole,Hou
LB,18779,Matthew Adams,Ind
LB,13248,Derrick Morgan,Ten
LB,15640,Emmanuel Lamur,Oak
LB,17264,Will Compton,Ten
LB,18659,Dorian O'Daniel,KC
LB,18868,Sharif Finch,Ten
LB,18872,Nicholas Grigsby,NE
LB,12988,Ramon Humber,Buf
LB,18231,Jalen Reeves-Maybin,Det
LB,15040,Nate Stupar,NYG
LB,16008,Kemal Ishmael,Atl
LB,16090,Lerentee McCray,Jax
LB,18506,James Burgess Jr.,Cle
LB,15038,Kyle Wilber,Oak
LB,18135,Brennan Scarlett,Hou
LB,18912,Tae Davis,NYG
LB,14026,Bruce Carter,Atl
LB,18151,Matt Longacre,LAR
LB,18756,Shaun Dion Hamilton,Wsh
LB,18700,Shaquem Griffin,Sea
LB,18437,Tyrell Adams,Hou
LB,14140,K.J. Wright,Sea
LB,17673,David Mayo,Car
LB,17778,Joe Thomas,Dal
LB,18289,Tyus Bowser,Bal
LB,18509,Nicholas Morrow,Oak
LB,18772,Peter Kalambayi,Hou
LB,18869,Chris Board,Bal
LB,17477,Bryce Hager,LAR
LB,17575,Mark Nzeocha,SF
LB,18018,Zach Vigil,Wsh
LB,18021,Neville Hewitt,NYJ
LB,18880,Eric Wilson,Min
LB,16299,Daren Bates,Ten
LB,17156,Brock Coyle,SF
LB,15373,Julian Stanford,Buf
LB,17716,Nate Orchard,KC
LB,17944,Devante Bond,TB
LB,18261,Tanoh Kpassagnon,KC
LB,13766,Vincent Rey,Cin
LB,16721,Dominique Easley,LAR
LB,18745,Jacob Martin,Sea
LB,14860,Craig Robertson,NO
LB,18003,Joe Walker,Ari
LB,18321,Tanner Vallejo,Cle
LB,18442,Nick Dzubnar,LAC
LB,18637,Malik Jefferson,Cin
LB,18760,Jack Cichy,TB
